,fname,text
134,set-nonce.md,"set-nonce.md. ## `setNonce` ### Signature ```solidity function setNonce(address account, uint64 nonce) external; ``` ### Description Sets the nonce of the given account. The new nonce must be higher than the current nonce of the account. ### Examples ```solidity vm.setNonce(address(100), 1234); ``` "
135,cast--to-int256.md,cast--to-int256.md. ## cast --to-int256 ### NAME cast---to-int256 - Convert a number to a hex-encoded int256. ### SYNOPSIS ``cast --to-int256`` [*options*] *value* ### DESCRIPTION Convert a number to a hex-encoded int256. ### OPTIONS {{#include common-options.md}} ### SEE ALSO [cast](./cast.md) 
136,cast-gas-price.md,"cast-gas-price.md. ## cast gas-price ### NAME cast-gas-price - Get the current gas price. ### SYNOPSIS ``cast gas-price`` [*options*] ### DESCRIPTION Get the current gas price. ### OPTIONS #### RPC Options {{#include ../common/rpc-url-option.md}} {{#include common-options.md}} ### EXAMPLES 1. Get the current gas price:  ```sh  cast gas-price  ``` ### SEE ALSO [cast](./cast.md), [cast basefee](./cast-basefee.md) "
137,wallet-options-keystore.md,wallet-options-keystore.md. #### Wallet Options - Keystore `--keystore` *path* &nbsp;&nbsp;&nbsp;&nbsp;Use the keystore in the given folder or file. &nbsp;&nbsp;&nbsp;&nbsp;Environment: `ETH_KEYSTORE` `--password` *password* &nbsp;&nbsp;&nbsp;&nbsp;The keystore password. Used with `--keystore`. 
138,cast-create2.md,"cast-create2.md. ## cast create2 ### NAME cast-create2 - Generate a deterministic contract address using CREATE2 ### SYNOPSIS ``cast create2`` [*options*] ### DESCRIPTION Generate a deterministic contract address using CREATE2 ### OPTIONS {{#include common-options.md}} ### SEE ALSO [cast](./cast.md), [cast compute-address](./cast-compute-address.md) "
139,forge-update.md,"forge-update.md. ## forge update ### NAME forge-update - Update one or more dependencies. ### SYNOPSIS ``forge update`` [*options*] [*dep*] ### DESCRIPTION Update one or more dependencies. The argument *dep* is a path to the dependency you want to update. Forge will update to the latest version on the ref you specified for the dependency when you ran [`forge install`](./forge-install.md). If no argument is provided, then all dependencies are updated. ### OPTIONS {{#include common-options.md}} ### EXAMPLES 1. Update a dependency:  ```sh  forge update lib/solmate  ``` 2. Update all dependencies:  ```sh  forge update  ``` ### SEE ALSO [forge](./forge.md), [forge install](./forge-install.md), [forge remove](./forge-remove.md) "
140,sign.md,"sign.md. ## `sign` ### Signature ```solidity function sign(uint256 privateKey, bytes32 digest) external returns (uint8 v, bytes32 r, bytes32 s); ``` ### Description Signs a digest `digest` with private key `privateKey`, returning `(v, r, s)`. This is useful for testing functions that take signed data and perform an `ecrecover` to verify the signer. ### Examples ```solidity address alice = vm.addr(1); bytes32 hash = keccak256(""Signed by Alice""); (uint8 v, bytes32 r, bytes32 s) = vm.sign(1, hash); address signer = ecrecover(hash, v, r, s); assertEq(alice, signer); // [PASS] ``` This is useful for testing functions that require a signature: ```solidity // SPDX-License-Identifier: UNLICENSED pragma solidity 0.8.17; import { ECDSA } from ""@openzeppelin/contracts/utils/cryptography/ECDSA.sol""; contract SigningExample is Ownable {  using ECDSA for bytes32;  address public systemAddress;  function setSystemAddress(address _address) external onlyOwner {   systemAddress = _address;  }  function purchase(uint256 _amount, string calldata _nonce, bytes calldata _signature) external payable {   require(isValidSignature(    systemAddress,    keccak256(abi.encodePacked(msg.sender, _amount, _nonce)),    _signature    ), ""Invalid Signature""   );   // mint tokens  }  function isValidSignature(address _systemAddress, bytes32 hash, bytes memory signature) internal view returns (bool) {   require(_systemAddress != address(0), ""Missing System Address"");   bytes32 signedHash = hash.toEthSignedMessageHash();   return signedHash.recover(signature) == _systemAddress;  } } contract SigningExampleTest is Test {  using ECDSA for bytes32;  SigningExample public signingExample;  uint256 internal userPrivateKey;  uint256 internal signerPrivateKey;  function setUp() public {   signingExample = new SigningExample();   userPrivateKey = 0xa11ce;   signerPrivateKey = 0xabc123;   address signer = vm.addr(signerPrivateKey);   signingExample.setSystemAddress(signer);  }  function testPurchase() public {   address user = vm.addr(userPrivateKey);   address signer = vm.addr(signerPrivateKey);   uint256 amount = 2;   string memory nonce = 'QSfd8gQE4WYzO29';   vm.startPrank(signer);   bytes32 digest = keccak256(abi.encodePacked(user, amount, nonce)).toEthSignedMessageHash();   (uint8 v, bytes32 r, bytes32 s) = vm.sign(signerPrivateKey, digest);   bytes memory signature = abi.encodePacked(r, s, v); // note the order here is different from line above.   vm.stopPrank();   vm.startPrank(user);   // Give the user some ETH, just for good measure   vm.deal(user, 1 ether);   signingExample.purchase(    amount,    nonce    signature,   );   vm.stopPrank();  } } ``` "
141,cast-resolve-name.md,"cast-resolve-name.md. ## cast resolve-name ### NAME cast-resolve-name - Perform an ENS lookup. ### SYNOPSIS ``cast resolve-name`` [*options*] *who* ### DESCRIPTION Perform an ENS lookup. If `--verify` is passed, then a reverse lookup is performed after the normal lookup to verify that the name is correct. ### OPTIONS #### Lookup Options `-v` `--verify` &nbsp;&nbsp;&nbsp;&nbsp;Perform a reverse lookup to verify that the name is correct. #### RPC Options {{#include ../common/rpc-url-option.md}} {{#include common-options.md}} ### EXAMPLES 1. Get the address for an ENS name.  ```sh  cast resolve-name vitalik.eth  ``` 2. Perform both a normal and a reverse lookup:  ```sh  cast resolve-name --verify vitalik.eth  ``` ### SEE ALSO [cast](./cast.md), [cast lookup-address](./cast-lookup-address.md) "
142,cast-publish.md,"cast-publish.md. ## cast publish ### NAME cast-publish - Publish a raw transaction to the network. ### SYNOPSIS ``cast publish`` [*options*] *tx* ### DESCRIPTION Publish a raw pre-signed transaction to the network. ### OPTIONS #### Publish Options `--async` `--cast-async` &nbsp;&nbsp;&nbsp;&nbsp;Do not wait for a transaction receipt. &nbsp;&nbsp;&nbsp;&nbsp;Environment: `CAST_ASYNC` {{#include ../common/rpc-options.md}} {{#include common-options.md}} ### EXAMPLES 1. Publish a pre-signed transaction:  ```sh  cast publish --rpc-url $RPC $TX  ``` 2. Publish a pre-signed transaction with flashbots.  ```sh  cast publish --flashbots $TX  ``` ### SEE ALSO [cast](./cast.md), [cast call](./cast-call.md), [cast send](./cast-send.md), [cast receipt](./cast-receipt.md) "
143,snapshots.md,"snapshots.md. ## snapshot cheatcodes ### Signature ```solidity // Snapshot the current state of the evm. // Returns the id of the snapshot that was created. // To revert a snapshot use `revertTo` function snapshot() external returns(uint256); // Revert the state of the evm to a previous snapshot // Takes the snapshot id to revert to. // This deletes the snapshot and all snapshots taken after the given snapshot id. function revertTo(uint256) external returns(bool); ``` ### Description `snapshot` takes a snapshot of the state of the blockchain and returns the identifier of the created snapshot `revertTo` reverts the state of the blockchain to the given snapshot. This deletes the given snapshot, as well as any snapshots taken after (e.g.: reverting to id 2 will delete snapshots with ids 2, 3, 4, etc.) ### Examples ```solidity struct Storage {  uint slot0;  uint slot1; } contract SnapshotTest is Test {  Storage store;  uint256 timestamp;  function setUp() public {   store.slot0 = 10;   store.slot1 = 20;   vm.deal(address(this), 5 ether);  // balance = 5 ether   timestamp = block.timestamp;  }  function testSnapshot() public {   uint256 snapshot = vm.snapshot();  // saves the state   // let's change the state   store.slot0 = 300;   store.slot1 = 400;   vm.deal(address(this), 500 ether);   vm.warp(12345);       // block.timestamp = 12345   assertEq(store.slot0, 300);   assertEq(store.slot1, 400);   assertEq(address(this).balance, 500 ether);   assertEq(block.timestamp, 12345);   vm.revertTo(snapshot);     // restores the state   assertEq(store.slot0, 10, ""snapshot revert for slot 0 unsuccessful"");   assertEq(store.slot1, 20, ""snapshot revert for slot 1 unsuccessful"");   assertEq(address(this).balance, 5 ether, ""snapshot revert for balance unsuccessful"");   assertEq(block.timestamp, timestamp, ""snapshot revert for timestamp unsuccessful"");  } } ``` "
144,cast-completions.md,cast-completions.md. ## cast completions ### NAME cast-completions - Generate shell completions script ### SYNOPSIS ``cast completions`` *shell* ### DESCRIPTION Generates a shell completions script for the given shell. Supported shells are: - bash - elvish - fish - powershell - zsh ### OPTIONS {{#include common-options.md}} ### EXAMPLES 1. Generate shell completions script for zsh:  ```sh  cast completions zsh > $HOME/.oh-my-zsh/completions/_cast  ``` ### SEE ALSO [cast](./cast.md) 
145,mock-call.md,"mock-call.md. ## `mockCall` ### Signature ```solidity function mockCall(address where, bytes calldata data, bytes calldata retdata) external; ``` ```solidity function mockCall(  address where,  uint256 value,  bytes calldata data,  bytes calldata retdata ) external; ``` ### Description Mocks all calls to an address `where` if the call data either strictly or loosely matches `data` and returns `retdata`. When a call is made to `where` the call data is first checked to see if it matches in its entirety with `data`. If not, the call data is checked to see if there is a partial match, with the match starting at the first byte of the call data. If a match is found, then `retdata` is returned from the call. **Using the second signature** we can mock the calls with a specific `msg.value`. `Calldata` match takes precedence over `msg.value` in case of ambiguity. Mocked calls are in effect until [`clearMockedCalls`](./clear-mocked-calls.md) is called. > ℹ️ **Note** > > Calls to mocked addresses may revert if there is no code on the address. > This is because Solidity inserts an `extcodesize` check before some contract calls. > > To circumvent this, use the [`etch`](./etch.md) cheatcode if the mocked address has no code. > ℹ️ **Internal calls** > > This cheatcode does not currently work on internal calls. See issue [#432](https://github.com/foundry-rs/foundry/issues/432). ### Examples Mocking an exact call: ```solidity function testMockCall() public {  vm.mockCall(   address(0),   abi.encodeWithSelector(MyToken.balanceOf.selector, address(1)),   abi.encode(10)  );  assertEq(IERC20(address(0)).balanceOf(address(1)), 10); } ``` Mocking an entire function: ```solidity function testMockCall() public {  vm.mockCall(   address(0),   abi.encodeWithSelector(MyToken.balanceOf.selector),   abi.encode(10)  );  assertEq(IERC20(address(0)).balanceOf(address(1)), 10);  assertEq(IERC20(address(0)).balanceOf(address(2)), 10); } ``` Mocking a call with a given `msg.value`: ```solidity function testMockCall() public {  assertEq(example.pay{value: 10}(1), 1);  assertEq(example.pay{value: 1}(2), 2);  vm.mockCall(   address(example),   10,   abi.encodeWithSelector(example.pay.selector),   abi.encode(99)  );  assertEq(example.pay{value: 10}(1), 99);  assertEq(example.pay{value: 1}(2), 2); } ``` "
146,env-string.md,"env-string.md. ## `envString` ### Signature ```solidity function envString(string calldata key) external returns (string value); ``` ```solidity function envString(string calldata key, string calldata delimiter) external returns (string[] memory values); ``` ### Description Read an environment variable as `string` or `string[]`. In case the environment variable is not defined, Forge will fail with the following error message: > [FAIL. Reason: Failed to get environment variable `FOO` as type `string`: environment variable not found] ### Tips - You can put your environment variables in a `.env` file. Forge will automatically load them when running `forge test`. - For arrays, you can specify the delimiter used to separate the values with the `delimiter` parameter. - Choose a delimiter that doesn't appear in the string values, so that they can be correctly separated. ### Examples #### Single Value With environment variable `STRING_VALUE=hello, world!`, ```solidity string memory key = ""STRING_VALUE""; string expected = ""hello, world!""; string output = cheats.envString(key); assertEq(output, expected); ``` #### Array With environment variable `STRING_VALUES=hello, world!|0x7109709ECfa91a80626fF3989D68f67F5b1DD12D`; ```solidity string memory key = ""STRING_VALUES""; string memory delimiter = ""|""; string[2] memory expected = [  ""hello, world!"",  ""0x7109709ECfa91a80626fF3989D68f67F5b1DD12D"" ]; string[] memory output = cheats.envString(key, delimiter); for (uint i = 0; i < expected.length; ++i) {  assert(keccak256(abi.encodePacked((output[i]))) == keccak256(abi.encodePacked((expected[i])))); } ``` "
147,cast--concat-hex.md,cast--concat-hex.md. ## cast --concat-hex ### NAME cast---concat-hex - Concatenate hex strings. ### SYNOPSIS ``cast --concat-hex`` *data...* ### DESCRIPTION Concatenate hex strings. ### OPTIONS {{#include common-options.md}} ### EXAMPLES 1. Concatenate hex strings:  ```sh  cast --concat-hex 0xa 0xb 0xc  ``` ### SEE ALSO [cast](./cast.md) 
148,cast-wallet-address.md,"cast-wallet-address.md. ## cast wallet address ### NAME cast-wallet-address - Convert a private key to an address. ### SYNOPSIS ``cast wallet address`` [*options*] ### DESCRIPTION Convert a private key to an address. ### OPTIONS #### Keystore Options {{#include ../common/wallet-options-raw.md}} {{#include ../common/wallet-options-keystore.md}} {{#include ../common/wallet-options-hardware.md}} {{#include common-options.md}} ### EXAMPLES 1. Get the address of the keypair in `keystore.json`:  ```sh  cast wallet address --keystore keystore.json  ``` ### SEE ALSO [cast](./cast.md), [cast wallet](./cast-wallet.md) "
149,ref_forge-std_deal.md,"ref_forge-std_deal.md. ## `deal` ### Signature ```solidity function deal(address to, uint256 give) public; ``` ```solidity function deal(address token, address to, uint256 give) public; ``` ```solidity function deal(address token, address to, uint256 give, bool adjust) public; ``` ### Description A wrapper around the [`deal`](../../cheatcodes/deal.md) cheatcode that also works for most ERC-20 tokens. If the alternative signature of `deal` is used, adjusts the token's total supply after setting the balance. ### Examples ```solidity deal(address(dai), alice, 10000e18); assertEq(dai.balanceOf(alice), 10000e18); ``` "
150,roll-fork.md,"roll-fork.md. ## `rollFork` ### Signature ```solidity // roll the _active_ fork to the given block function rollFork(uint256 blockNumber) external; ``` ```solidity // roll the _active_ fork to the block in which the transaction was mined it and replays all previously executed transactions function rollFork(bytes32 transaction) external; ``` ```solidity // Same as `rollFork(uint256 blockNumber)` but uses the fork corresponding to the `forkId` function rollFork(uint256 forkId, uint256 blockNumber) external; ``` ```solidity // Same as `rollFork(bytes32 transaction)` but uses the fork corresponding to the `forkId` function rollFork(uint256 forkId, bytes32 transaction) external; ``` ### Description Sets `block.number`. If a fork identifier is passed as an argument, it will update that fork, otherwise it will update the currently active fork. If a transaction hash is provided, it will roll the fork to the block the transaction was mined in and replays all previously executed transactions. ### Examples Set `block.number` for the currently active fork: ```solidity uint256 forkId = vm.createFork(MAINNET_RPC_URL); vm.selectFork(forkId); assertEq(block.number, 15_171_037); // as of time of writing, 2022-07-19 04:55:27 UTC vm.rollFork(15_171_057); assertEq(block.number, 15_171_057); ``` Set `block.number` for the fork identified by the passed `forkId` argument: ```solidity uint256 optimismForkId = vm.createFork(OPTIMISM_RPC_URL); vm.rollFork(optimismForkId, 1_337_000); vm.selectFork(optimismForkId); assertEq(block.number, 1_337_000); ``` ### SEE ALSO - [roll](./roll.md) - [createFork](./create-fork.md) - [selectFork](./select-fork.md) - [activeFork](./active-fork.md) "
151,misc_README.md,misc_README.md. ## Miscellaneous - [Struct encoding](./struct-encoding.md) 
152,assume.md,"assume.md. ## `assume` ### Signature ```solidity function assume(bool) external; ``` ### Description If the boolean expression evaluates to false, the fuzzer will discard the current fuzz inputs and start a new fuzz run. The `assume` cheatcode should mainly be used for very narrow checks. Broad checks will slow down tests as it will take a while to find valid values, and the test may fail if you hit the max number of rejects. You can configure the rejection thresholds by setting [`fuzz.max_test_rejects`][max-test-rejects] in your `foundry.toml` file. For broad checks, such as ensuring a `uint256` falls within a certain range, you can bound your input with the modulo operator or Forge Standard's [`bound`][forge-std-bound] method. More information on filtering via `assume` can be found [here][filtering-guide]. ### Examples ```solidity // Good example of using assume function testSomething(uint256 a) public {  vm.assume(a != 1);  require(a != 1);  // [PASS] } ``` ```solidity // In this case assume is not a great fit, so you should bound inputs manually function testSomethingElse(uint256 a) public {  a = bound(a, 100, 1e36);  require(a >= 100 && a <= 1e36);  // [PASS] } ``` ### SEE ALSO Forge Standard Library [`bound`](../reference/forge-std/bound.md) [max-test-rejects]: ../reference/config/testing.md#max_test_rejects [forge-std-bound]: ../reference/forge-std/bound.md [filtering-guide]: https://altsysrq.github.io/proptest-book/proptest/tutorial/filtering.html#filtering "
153,conversion-commands.md,conversion-commands.md. ## Conversion Commands - [cast --format-bytes32-string](./cast--format-bytes32-string.md) - [cast --from-bin](./cast--from-bin.md) - [cast --from-fix](./cast--from-fix.md) - [cast --from-rlp](./cast--from-rlp.md) - [cast --from-utf8](./cast--from-utf8.md) - [cast --parse-bytes32-string](./cast--parse-bytes32-string.md) - [cast --to-ascii](./cast--to-ascii.md) - [cast --to-base](./cast--to-base.md) - [cast --to-bytes32](./cast--to-bytes32.md) - [cast --to-fix](./cast--to-fix.md) - [cast --to-hexdata](./cast--to-hexdata.md) - [cast --to-int256](./cast--to-int256.md) - [cast --to-rlp](./cast--to-rlp.md) - [cast --to-uint256](./cast--to-uint256.md) - [cast --to-unit](./cast--to-unit.md) - [cast --to-wei](./cast--to-wei.md) - [cast shl](./cast-shl.md) - [cast shr](./cast-shr.md) 
154,cast-namehash.md,"cast-namehash.md. ## cast namehash ### NAME cast-namehash - Calculate the ENS namehash of a name. ### SYNOPSIS ``cast namehash`` [*options*] *name* ### DESCRIPTION Calculate the ENS namehash of a name. ### OPTIONS {{#include common-options.md}} ### EXAMPLES 1. Calculate the namehash of an ENS name.  ```sh  cast namehash vitalik.eth  ``` ### SEE ALSO [cast](./cast.md), [cast lookup-address](./cast-lookup-address.md), [cast resolve-name](./cast-resolve-name.md) "
155,parse-bool.md,"parse-bool.md. ## `parseBool` ### Signature ```solidity function parseBool(string calldata stringifiedValue) external pure returns (bool parsedValue); ``` ### Description Parses the value of `string` into `bool` ### Examples ```solidity string memory boolAsString = ""false""; bool stringToBool = vm.parseBool(boolAsString); // false ``` "
156,ref_forge_general-commands.md,ref_forge_general-commands.md. ## General Commands - [forge](./forge.md) - [forge help](./forge-help.md) - [forge completions](./forge-completions.md) 
157,cast-proof.md,"cast-proof.md. ## cast proof ### NAME cast-proof - Generate a storage proof for a given storage slot. ### SYNOPSIS ``cast proof`` [*options*] *address* [*slots...*] ### DESCRIPTION Generate a storage proof for a given storage slot. The address (*address*) can be an ENS name or an address. The displayed output is a JSON object with the following keys: - `accountProof`: Proof for the account itself - `address`: The address of the account - `balance`: The balance of the account - `codeHash`: A hash of the account's code - `nonce`: The nonce of the account - `storageHash`: A hash of the account's storage - `storageProof`: An array of storage proofs, one for each requested slot - `storageProof.key`: The slot - `storageProof.proof`: The proof for the slot - `storageProof.value`: The value of the slot ### OPTIONS #### Query Options `-B` *block* `--block` *block* &nbsp;&nbsp;&nbsp;&nbsp;The block height you want to query at. &nbsp;&nbsp;&nbsp;&nbsp;Can be a block number, or any of the tags: `earliest`, `finalized`, `safe`, `latest` or `pending`. #### RPC Options {{#include ../common/rpc-url-option.md}} {{#include ../common/display-options.md}} {{#include common-options.md}} ### EXAMPLES 1. Get the proof for storage slot 0 on the WETH contract:  ```sh  cast proof 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 0  ``` ### SEE ALSO [cast](./cast.md), [cast storage](./cast-storage.md) "
158,forge-tree.md,"forge-tree.md. ## forge tree ### NAME forge-tree - Display a tree visualization of the project's dependency graph. ### SYNOPSIS ``forge tree`` [*options*] ### DESCRIPTION Display a visualization of the project's dependency graph. ```ignore {{#include ../../output/forge_tree/forge-tree:all}} ``` ### OPTIONS #### Flatten Options `--charset` *charset* &nbsp;&nbsp;&nbsp;&nbsp;Character set to use in output: utf8, ascii. Default: utf8 `--no-dedupe` &nbsp;&nbsp;&nbsp;&nbsp;Do not de-duplicate (repeats all shared dependencies) {{#include project-options.md}} {{#include common-options.md}} ### SEE ALSO [forge](./forge.md) "
159,to-string.md,"to-string.md. ## `toString` ### Signature ```solidity function toString(address) external returns (string memory); function toString(bool) external returns (string memory); function toString(uint256) external returns (string memory); function toString(int256) external returns (string memory); function toString(bytes32) external returns (string memory); function toString(bytes) external returns (string memory); ``` ### Description Convert any type to its string version. Very useful for operations that demand strings, such as the cheatcode `ffi`. Bytes are converted to a string of their hex representation with `0x` at the start, signifying that they are encoded in hex. ### Examples ```solidity uint256 number = 420; string memory stringNumber = vm.toString(number); vm.assertEq(stringNumber, ""420""); ``` ```solidity bytes memory testBytes = hex""7109709ECfa91a80626fF3989D68f67F5b1DD12D""; string memory stringBytes = cheats.toString(testBytes); assertEq(""0x7109709ecfa91a80626ff3989d68f67f5b1dd12d"", stringBytes); ``` ```solidity address testAddress = 0x7109709ECfa91a80626fF3989D68f67F5b1DD12D; string memory stringAddress = cheats.toString(testAddress); assertEq(""0x7109709ECfa91a80626fF3989D68f67F5b1DD12D"", stringAddress); ``` "
160,cast--to-fix.md,cast--to-fix.md. ## cast --to-fix ### NAME cast---to-fix - Convert an integer into a fixed point number. ### SYNOPSIS ``cast --to-fix`` [*options*] *decimals* *value* ### DESCRIPTION Convert an integer into a fixed point number. ### OPTIONS {{#include common-options.md}} ### EXAMPLES 1. Convert 250 to a fixed point number with 2 decimals:  ```sh  cast --to-fix 2 250  ``` ### SEE ALSO [cast](./cast.md) 
161,cast-sig-event.md,"cast-sig-event.md. ## cast sig-event ### NAME cast-sig-event - Generate event signatures from event string. ### SYNOPSIS ``cast sig-event`` [*options*] *event_string* ### DESCRIPTION Generate event signatures from event string. ### OPTIONS {{#include common-options.md}} ### EXAMPLES 1. Get the hash for the log `Transfer(address indexed from, address indexed to, uint256 amount)`:  ```sh  cast sig-event ""Transfer(address indexed from, address indexed to, uint256 amount)""  ``` ### SEE ALSO [cast](./cast.md) "
162,checked_write.md,"checked_write.md. ## `checked_write` ### Signature ```solidity function checked_write(StdStorage storage self, address who) internal; ``` ```solidity function checked_write(StdStorage storage self, uint256 amt) internal; ``` ```solidity function checked_write(StdStorage storage self, bool write) internal; ``` ```solidity function checked_write(StdStorage storage self, bytes32 set) internal; ``` ### Description Sets the data to be written to the storage slot(s). Reverts with a message if unsuccessful. "
163,breakpoint.md,"breakpoint.md. ## `breakpoint` ### Signature ```solidity function breakpoint(string) external; function breakpoint(string, bool) external; ``` ### Description Places a breakpoint to jump to in the debugger view. Calling `vm.breakpoint('<char>, true)` is equivalent to `vm.breakpoint('<char>)`, but calling `vm.breakpoint('<char, false)` will erase the breakpoint at `'<char`. If the char is overwritten, only the last one that was visited in the execution steps is considered. ### Examples ```solidity function testBreakpoint() public {  vm.breakpoint(""a""); } ``` Opening up the debugger in a test environment and pressing `'a` will then place the debugger step at the place where the breakpoint cheatcode was called. ![breakpoint a](../images/breakpoint.png) ### SEE ALSO [debugger](../forge/debugger.md) "
164,get-code.md,"get-code.md. ## `getCode` ### Signature ```solidity function getCode(string calldata) external returns (bytes memory); ``` ### Description Returns the **creation** bytecode for a contract in the project given the path to the contract. The calldata parameter can either be in the form `ContractFile.sol` (if the filename and contract name are the same), `ContractFile.sol:ContractName`, or the path to an artifact, relative to the root of your project. > ℹ️ **Note** > > `getCode` requires read permission for the output directory, see [file cheatcodes](./fs.md). > > To grant read access set `fs_permissions = [{ access = ""read"", path = ""./out""}]` in your `foundry.toml`. ### Examples ```solidity MyContract myContract = new MyContract(arg1, arg2); // Let's do the same thing with `getCode` bytes memory args = abi.encode(arg1, arg2); bytes memory bytecode = abi.encodePacked(vm.getCode(""MyContract.sol:MyContract""), args); address anotherAddress; assembly {  anotherAddress := create(0, add(bytecode, 0x20), mload(bytecode)) } assertEq0(address(myContract).code, anotherAddress.code); // [PASS] ``` Deploy a contract to an arbitrary address by combining `getCode` and [`etch`](./etch.md) ```solidity // Deploy bytes memory args = abi.encode(arg1, arg2); bytes memory bytecode = abi.encodePacked(vm.getCode(""MyContract.sol:MyContract""), args); address deployed; assembly {  deployed := create(0, add(bytecode, 0x20), mload(bytecode)) } // Set the bytecode of an arbitrary address vm.etch(targetAddr, deployed.code); ``` ### SEE ALSO Forge Standard Library [`deployCode`](../reference/forge-std/deployCode.md) [`getDeployedCode`](./get-deployed-code.md) [`eth`](./etch.md) [forge-std]: ../reference/forge-std "
165,reference_README.md,reference_README.md. ## References - [forge Commands](./forge/) - [cast Commands](./cast/) - [anvil Reference](./anvil/) - [chisel Reference](./chisel/) - [Config Reference](./config/) - [Cheatcodes Reference](../cheatcodes/) - [Forge Standard Library Reference](./forge-std) - [ds-test Reference](./ds-test.md) 
166,cast-basefee.md,"cast-basefee.md. ## cast basefee ### NAME cast-basefee - Get the basefee of a block. ### SYNOPSIS ``cast basefee`` [*options*] [*block*] ### DESCRIPTION Get the basefee of a block. The specified *block* can be a block number, or any of the tags: `earliest`, `finalized`, `safe`, `latest` or `pending`. Default to `latest`. ### OPTIONS #### RPC Options {{#include ../common/rpc-url-option.md}} {{#include common-options.md}} ### EXAMPLES 1. Get the basefee of the latest block:  ```sh  cast basefee  ``` 2. Get the basefee of the genesis block:  ```sh  cast basefee 1  ``` ### SEE ALSO [cast](./cast.md), [cast block](./cast-block.md), [cast age](./cast-age.md) "
167,fuzz-testing.md,"fuzz-testing.md. ## Fuzz Testing Forge supports property based testing. Property-based testing is a way of testing general behaviors as opposed to isolated scenarios. Let's examine what that means by writing a unit test, finding the general property we are testing for, and converting it to a property-based test instead: ```solidity {{#include ../../projects/fuzz_testing/test/Safe.t.sol.1:all}} ``` Running the test, we see it passes: ```sh {{#include ../output/fuzz_testing/forge-test-no-fuzz:all}} ``` This unit test _does test_ that we can withdraw ether from our safe. However, who is to say that it works for all amounts, not just 1 ether? The general property here is: given a safe balance, when we withdraw, we should get whatever is in the safe. Forge will run any test that takes at least one parameter as a property-based test, so let's rewrite: ```solidity {{#include ../../projects/fuzz_testing/test/Safe.t.sol.2:contract_prelude}}  // ... {{#include ../../projects/fuzz_testing/test/Safe.t.sol.2:test}} } ``` If we run the test now, we can see that Forge runs the property-based test, but it fails for high values of `amount`: ```sh $ forge test {{#include ../output/fuzz_testing/forge-test-fail-fuzz:output}} ``` The default amount of ether that the test contract is given is `2**96 wei` (as in DappTools), so we have to restrict the type of amount to `uint96` to make sure we don't try to send more than we have: ```solidity {{#include ../../projects/fuzz_testing/test/Safe.t.sol.3:signature}} ``` And now it passes: ```sh {{#include ../output/fuzz_testing/forge-test-success-fuzz:all}} ``` You may want to exclude certain cases using the [`assume`](../cheatcodes/assume.md) cheatcode. In those cases, fuzzer will discard the inputs and start a new fuzz run: ```solidity function testFuzz_Withdraw(uint96 amount) public {  vm.assume(amount > 0.1 ether);  // snip } ``` There are different ways to run property-based tests, notably parametric testing and fuzzing. Forge only supports fuzzing. ### Interpreting results You might have noticed that fuzz tests are summarized a bit differently compared to unit tests: - ""runs"" refers to the amount of scenarios the fuzzer tested. By default, the fuzzer will generate 256 scenarios, but this and other test execution parameters can be setup by the user. Fuzzer configuration details are provided [`here`](#configuring-fuzz-test-execution). - ""μ"" (Greek letter mu) is the mean gas used across all fuzz runs - ""~"" (tilde) is the median gas used across all fuzz runs ### Configuring fuzz test execution Fuzz tests execution is governed by parameters that can be controlled by users via Forge configuration primitives. Configs can be applied globally or on a per-test basis. For details on this topic please refer to 📚 [`Global config`](../reference/config/testing.md) and 📚 [`In-line config`](../reference/config/inline-test-config.md). "
168,cast-wallet-vanity.md,"cast-wallet-vanity.md. ## cast wallet vanity ### NAME cast-wallet-vanity - Generate a vanity address. ### SYNOPSIS ``cast wallet vanity`` [*options*] ### DESCRIPTION Generate a vanity address. If `--nonce` is specified, then the command will try to generate a vanity contract address. ### OPTIONS #### Keystore Options `--starts-with` *hex* &nbsp;&nbsp;&nbsp;&nbsp;Prefix for the vanity address. `--ends-with` *hex* &nbsp;&nbsp;&nbsp;&nbsp;Suffix for the vanity address. `--nonce` *nonce* &nbsp;&nbsp;&nbsp;&nbsp;Generate a vanity contract address created by the generated keypair with the specified nonce. {{#include common-options.md}} ### EXAMPLES 1. Create a new keypair that starts with `dead`:  ```sh  cast wallet vanity --starts-with dead  ``` 2. Create a new keypair ends with `beef`:  ```sh  cast wallet vanity --ends-with beef  ``` ### SEE ALSO [cast](./cast.md), [cast wallet](./cast-wallet.md) "
